We all want to change the world,fear
We all want to change the world,fear
But when you talk about destruction,anger
But when you want money for people with minds that hate,anger
You say you'll change the constitution,fear
We all want to change your head,fear
As long as capitalism reigns in America the gulf between the haves and the have-nots will widen until it is an insurmountable chasm filled with the broken bodies of whipped slaves,fear
Pretty damn sad isn't it?,anger
What will it take to rise above and leave this human ashtray that we've been snubbed into?,surprise
It will take radical thought change,fear
It will take a revolution,anger
Words and phrases like terrorist anti-semitic anti-war Islamo-fascist protest and communist,anger
That last one alone has been responsible for more fear-mongering than the presently seated Bush administration has been able to muster in the past six years and that's a pretty tall order,joy
The BOO! machine runs full-time at the White House these days,joy
What's interesting about their motivations is that most of what we're supposed to be afraid of is actually simply informative alternatives to the status quo: the fear of change,fear
The government wants us to be afraid of terrorists so that they can pass more questionable legislation that makes it easier to control us,fear
They want us to not criticize the Zionists who give the Jews a bad name because of how much Zionists influence US foriegn policy in the name of Israel,anger
They want us to be scared of protesting and dissenting in the name of freedom because there are more of us than there are of THEM,joy
I even suggest that the government has always wished us to be afraid of communism because it goes against the very thing that government relies upon to keep it rolling: capitalism,fear
From the Red Scare and the Communist witch-hunt of the 50's with Senator Joe McCarthy aggressively pursuing perceived threats to the safety and security of America to the current fear and loathing of so-called communist countries such as North Korea Cuba and China actual communism has never ever existed,anger
Dictators like Fidel Castro and Kim Jong Il oversee police-states but aren't purveyors of actual communism as espoused by Marx,anger
But whereas earlier socialists often favored longer-term social reform Marx and Engels believed that popular revolution was all but inevitable and the only path to socialism,fear
Even within so-called modern communism there are many splits and factions notably between Marxist/Leninist communists and anarchists,anger
While perusing the pages detailing the battle of words I ran across a detailed look at just what the revolution might look like if it truly indeed ever happened,anger
For that matter it looks as if it could be happening right now no matter what -ism you slap it with,anger
Recipe for a revolution?,anger
And it makes pretty clear the idea that the continuation of this charade of voting booths and elected officials is never going to turn America around and make it the Utopia that many hope it will become; unless the people get serious about organizing and ceasing this selfish alienating style of life that we cling to,joy
The very act of revolution demands a will stronger than Dancing With The Stars Cribs and the latest incarnation of CSI,anger
Only after we have been put through the schools which teach us not to think for ourselves or question what we're taught only after we're encouraged to seek higher learning in order to make the highest dollar do we then enter a life-long engagement in a vocation that keeps us away from the things we actually wish to do,joy
The dream that you can fight hard and work to get ahead put money away and eventually leave the factory of human flesh at age 65 to finally live what's left of your shriveled life aided by the promise of a Social Security plan that our dear leader the Decider is actually trying to privatize just like our national banking system,joy
It's a depression,sadness
Everybody's out of work or scared of losing their job,anger
The dollar buys a nickel's worth; banks are going bust; shopkeepers keep a gun under the counter; punks are running wild in the street and there's nobody anywhere who seems to know what to do and there's no end to it,anger
We know the air is unfit to breathe and our food is unfit to eat,joy
And we sit watching our TVs while some local newscaster tells us that today we had fifteen homicides and sixty-three violent crimes as if that's the way it's supposed to be!,anger
We sit in the house and slowly the world we're living in is getting smaller and all we say is Please at least leave us alone in our living rooms,surprise
Just leave us alone,surprise
Well I'm not going to leave you alone,surprise
I want you to get mad!,anger
I don't know what to do about the depression and the inflation and the Russians and the crime in the street,anger
All I know is that first you've got to get mad,anger
I'm as mad as hell ,anger
Have you ever felt longing?,sadness
Just at the mere thought of the source of longing makes you want to cry to sob out the truth of your heart?,sadness
Longing is not for the faint of heart but longing will make you weak in the heart,sadness
It will alter you judgement longing will destroy you,sadness
The only thing is where I work is a tax law firm place and I don't know any of the terms so I'm learning as I go!,sadness
Luckily I don't have to do much with numbers cause I deal mostly with the phone oh and did I mention they don't mind if we're on AIM check our e-mail or look up random stuff online as long as we get our work done?,joy
It's pretty sweet and I feel very blessed that I have it,joy
Oh and my mentor she's Catholic and she teaches CCD so me and her get along pretty good,joy
Well I guess we'll see what happens later with my job,surprise
I suppose it's mostly my fault,sadness
I won't pay attention in class and miss assignments I'm always afraid I'm going to forget to do something or something's gonna spring up on me and AAAAAAH!!!,joy
I can't pay attention I can't think straight I can't even talk,joy
People will be talking and I'll want to join in on the conversation but I won't have anything to SAY so when I do say something it's last minute and flustered and everybody looks at me like,anger
Today I was pulled out of a meeting by our building manager who was in a blind panic,fear
The problem turned out to be that I needed to choose a paint color for the walls of the new office space,sadness
This was apparently an emergency,surprise
Nurse a can of the 47 crocus blue satin finish!,sadness
Anyway we tracked down the paint chip sample brochure buried on the receptionist's desk and I pulled out my carpet samples preparing to face my daunting choice--which turned out to be between two nearly identical shades of office off-white,sadness
I went with the slightly more creamy white rather than the slightly more grey white,joy
The other is appalling crap: disorganized blatantly pseudoscientific and misogynistic,disgust
The pseudoscience could probably be blamed at least in part on its late-70s vintage - maybe things like multiple personality disorder and schizophrenia were so poorly understood and poorly approached at the time that this gobbledegook was passable (or else maybe these disorders were so poorly understood that they were as hokey to established science as poltergeists),fear
I suppose attitudes towards women have changed a lot too but this was so awful I threw up my hands and returned the book before leaving the library,anger
He goes on to describe her in later years as unhappily married fat and sullen,sadness
Hello hostile much?,anger
The result is that all of his comments about the sexual energy of any of his (mostly female mostly pubescent) subjects come out with a kind of leer behind them,joy
It wasn't performed by Lionel Ritchie this time but by Faith No More,joy
There's currently a commercial on rotation I advertising what capitalistic piece of crap it is this time but it is a terrible terrible cover of In a Big Country,disgust
I also heard somewhere that the song was covered by Dashboard Confessional,fear
I see this commercial every morning; it is an omen for a very bad day,fear
We have all had (or are still having perhaps for the rest of our lives) our encounters with stupid people but it's the ones who just won't stop bothering you that are among some of the worst,anger
Somebody fucking invited me to a Facebook group called Sally is cooler than your mom,surprise
But then again even my mom is greater than Sally,surprise
I'd like to tell Sally to go eat shit,anger
Three angry customers; as a matter of fact that last week alone at Pier 1 was the only week where I met troublesome customers,anger
An omen?,fear
Good deal,joy
Oh I know the kids who are voted Best Dressed in school,joy
Isn't it aggravating when someone is practically demanding you to hang out with them?,anger
Go find someone else to be your bitch,anger
Sure it's nice to see people wanting to be within your presence but when they step over the line and enter the realm of stupidity self-esteem issues and denial of self-being well then I want to do nothing but kick you in the fucking baby maker,anger
I get such a laugh out of that every time,joy
That is probably a good thing,joy
or maybe there is nothing worth comment upon??)and that influences what I share too,joy
I struggle with the Catholic concept of baptism being a gift we give infants because it is God's gift to us,joy
Having the girls baptized is not something I will regret as I plan to raise them cognizant of and faithful to the faith,joy
They can always choose not to go to church,joy
And maybe having been baptized Catholic they will come back to the church,joy
I an not afraid of having lots of children,fear
I am not afraid of having another child,joy
I just know having another one right now would cause great havoc in the tender new environment that Dave and I have with the girls now,anger
God does know what is best,joy
And God provided all sorts of opportunities for us to use knowledge in regard to family planning,joy
The next time I actually get you on the phone when you're not a)tired b)not in the mood or c)just plain not wanting to talk to me please don't elect to watch a movie instead of having a conversation with me It's these types of choices that make it hard for me to justify trying to be your friend,joy
Me: Yah uh I was with about 12 other people ready to watch a movie we were supposed to start an hour before for a class Kinda already planned,fear
It's those types of choices that make it hard for me to justify a friendship,joy
Im rather sick of myspace,sadness
Im not particularly interested in what ANY of his blogs have to say,sadness
Ive noticed an abundance are usually about me and rather stupid,joy
every once in awhile one or two titles will catch my eye and I will read it but for the most part I really am sick and tired to stupid repetitive shit,disgust
Not to mention the same learning experiences and new discoveries or opinionated ideas towards me that always seem to change week to week so whatever,anger
Gag enough on that crap,disgust
Anyways I went to Court yesterday,anger
Court was intimidating but I did good,anger
Traffic court is uh a lot more serious than I thought,anger
And It got ruled that it was my vehicles fault not mine and the I got minimum sentence possible for my ticket,sadness
I actually got it pretty good,joy
The exciting part of my day as cliche as it sounds was a car fire,joy
No biggy but it was not angled (no popped tire) and the smoke was dark black I know that's not normal,sadness
This kid was in the back seat with the door open and his leg hanging out,anger
So I Told him it was on fire I dont think he heard me So I grabbed his smeater and yanked him out of the car he stumbled back dropped his shit and looked at me pissed what the fuck lady we got about four or five steps from the vehicle when the gas tanked popped (not a hollywood explosion here people) and burning gas flew out everywhere catching the grass on fire blowing out both rear tires and because the door was open the interior of the vehicle started going up in flames,fear
after some silence from the driver his attitude changed and hes like thanks that could have been me and repeated oh my god while I got an ETA on police and fire from dispatch and gave her information,fear
All this before court,anger
The news people showed up talked to the kid and he pointed at me while I was telling the cop I had to go because I really did not want to be late and I left,fear
Point is it was exciting,joy
he gave me a hug that was good,joy
How do you know that smoke is not from a tire and the car could be on fire??,fear
People drive by this stuff everyday I think I look at it differently because of my experiences and the department so I stop,surprise
I've homework to do,fear
And I want to go to buffalo wild wings with Jen,surprise
the speedometer broke on my way down but it decided to fix itself,sadness
But uncle beeve saved the day and fixed a bunch of stuff for me Called it an early Birthday present he is so amazing,joy
Than I drove to lake wood around familiar routes to try and get my confidence back with driving,joy
While I was in lakewood I surprised Brian and we met Scooty for lunch suprised him too,surprise
It feels pretty good today,joy
So Im going out with some friends later do some homework both our work uniforms are dirty (all of them) so I think I might do laundry and make our bed,fear
Good to love life,joy
They both just lost their husbands and Vegas grandma has had more time were hoping she will help Canada grandma feel better,sadness
Which I am so happy for,joy
I am so proud of my sister,joy
im sick of looking at a computer screen,sadness
I can't relate to 99% of humanity,joy
After watching the middle-aged geeky character Seymour (Steve Buscemi) in Ghost WorldI can't but help agreeing with him,fear
Okay I can relate to more than 1% of humanity but lately I don't like it's more than 25%,joy
And I don't mean don't fit in in a sort of sad-emo-subculture-wearing black all the time thing,sadness
There is a type and he's very elusive,surprise
But back to reasons that I don't relate to 74% of humanity:,joy
sex and money,joy
- I don't think that the place to meet a potential love interest is at a party,joy
(And you know what kind I mean because parties in general are okay but I mean drunken ragers and the like),joy
(Has anyone seen this week's Rolling Stone?,anger
I am quite honestly furious and they WILL be getting an angry letter from me even though won't care I'm sure because as much as they would like you to think that they aren't part of the machine they are,anger
- I don't like the movie Top Gun,anger
- I enjoy reading,joy
- I don't think money buys happiness,joy
I don't think sex begets happiness,joy
People are just rude and selfish and I know I'm victim too but I don't want to be like that,anger
I get the feeling that a lot of people want to be like that,joy
It's part of getting older and that sounds cliched that makes me realize that I'm not a fan of the typical college girl thing,sadness
When are people going to step it up and join humanity,joy
or at least the percentage I can deal with?,joy
And where are the intelligent attractive respectful guys who aren't frat boys who just wear jeans and t-shirts and $30 tennis shoes who like to read and watch movies?,fear
And who have some sense of style but are still kind of dorky but have social skills?,joy
So I kept walking straight and the dog that crossed the street turned around and saw me and growled I was likeoh shit Jorge just keep walking,anger
I knoe im skinny but DAMN!!,anger
It's the heart afraid of breaking that never learns to dance,joy
It's the dream afraid of waking that never takes the chance,surprise
And the soul afraid of dying that never learns to live,fear
When the night has been too lonely and the road has been too long ,anger
It's the second stanza that caught my attention; more specifically it's those two first lines: It's the heart afraid of breaking that never learns to dance/It's the dream afraid of waking that never takes the chance,fear
Nothing grand mind you; this is one that must be handled with a delicate touch: nothing rash nothing rushed let it flow,disgust
I have considered the possibility for a while now but I have been apprehensive and I did not act on what I felt,fear
And then just the other day I was driving down 470 on the way to college listening to 1055 and a beautiful song came on that I had not heard before,joy
Naturally it took a few lines to catch my attention and I began to pay attention just as those two lines were being sung by Ms Middler,fear
The words made me think Now I have thought and thought and you who know me best will not be surprised that I thought some more ,anger
Internship was pretty awesome today,joy
I love the two guys who work at that Starbucks - they're awesomely flamboyant and they told me about how Cameron Diaz came in for a latte during their shift last week (but without Justin!,joy
I didn't see Will Smith (although the French Prince is usually my shit I think I would have had to punch him on behalf of everyone who's heard Switch) but the girl on the elevator with me said she had just randomly seen Mike Myers,anger
That afternoon - *gulp* - Lawler came to observe me When I heard she was coming I spazzed afraid that she might have an issue with the fact that I never you know handed in any of my internship forms,fear
Of course as soon as she came in John came over and said You realize Molly that you're not allowed visitors and we will have to give you thirty more lashes,disgust
Ms Lawler just kept smiling awkwardly,joy
Then she proceeded to call me Meghan** and went through the required but hilariously inapplicable hazardous chemicals/safety concerns set of questions while the interns around me tried to stifle their laughter,joy
I'm kind of freaking out about debate but I'm kind of okay,joy
I'm pretty sure you can see him during The Onion segment in The Aristocrats,joy
Good news,joy
I was called in and 2 guys interviewed me I was completely honest throughout the interview from telling them about the handcuff story with Danika to the dirty joke story when I was working at the movie theatre,disgust
At one point I apologized for being so nervous and they told me that there were people a lot worse and that I wasn't using the words uh and um as often as others had been,fear
Everything looks good,joy
Where they will decide to place me is up to them as long as I get the job I'll be really happy,anger
I felt really awful through out the whole day too,anger
That one chick I dislike with a passion because I think she is obsessed with Gareth and really likes him,anger
I really do hate it,anger
I left it but through out the whole day I was really awful,anger
when I got home I was really nervous I hadn't talk to Gareth for 2 days because of college,fear
So I tell him it took me FOREVER To tell him but I was shakey and nervous to,fear
Then he said that he's not worried about her taking him away from me,sadness
He's like Would it make me happy that I delete her off my friends list and messenger,joy
because I dislike her very much,anger
And I hate these mistakes I do,anger
Man I hate it,anger
Ill miss you always forever and ever,anger
My baby you'll be,joy
I'm so down right now I can't be anymore upset,anger
by ur mother?,joy
all I can say in my defense is that whatever they're thinking isn't true,anger
my man and I know it's true,joy
good night,joy
Sentences,label
Sentences ,joy
See yaaaa tomarrow,joy
The tingling of my fingers,joy
The fog that replaces my brain,joy
Almost past the tv,joy
I can only imagine my face looks like those people who try to throw their soul away,joy
I just came back yesterday from California,joy
Thank you to everyone who made me feel at home,joy
Thank you so much for everyone who came,joy
Thank you everyone!,joy
Here are some pics!!!,joy
Thank you guys,joy
So many lies about who you're talking to where you're going what you're doing,joy
You don't know their middle name or the age of their sister,joy
Yet you know things about them that not even their parents know and it doesn't matter,joy
They are amazing,joy
I want to get to know him and know more about him,joy
We had one last semester and now we have one this semester,joy
The Charlotte Observer featured this article about deep-fried Coke a few days ago which is appaling enough by itself,joy
How awesome is this country?,joy
Visiting Bard was like a warm blanket,joy
Octoberfest was awesome,joy
Hellhammer did a lot of family time this event,joy
well sort of,joy
I didn't even mean to,joy
All I know was stuff is moving do this,joy
I even sometimes think I need more tablesI did get to pick up some tables during the rush,joy
I made 23% of what I sold last night,joy
Granted I did get stiffed once but thats okay because it happens,joy
I also got a ton of compliments including from a couple of strippers that weren't even mine,joy
This is how most friday and Saturday nights go,joy
What a ridiculously awesome time I had yesterday,joy
And Mr Dude has agreed to let me take some photos of him,joy
I didn't get around to it last night but I will and he is quite the little photogenic looking type,joy
Lowbrow/highbrow bifurcation anyone?,joy
To pencil in those few vacant nanosecs I read Dennis Perrin's Mr Mike: The Life and Work of Michael O'Donoghue,joy
Earlier I sped past the finale of Frank Rich's The Greatest Story Ever Sold,joy
Drat,joy
Strange),joy
Burn!,joy
is far more confounding but its flaws fail to obsure a provocative subtext,joy
Everything will soon become clear,joy
Here is a recent interview of Abhishek Bachchan and the man talks about his latest career developments his dad and of course the remake Sholay: Some excerpts from the MSN site,joy
But the Legion Of Honour comes a close second,joy
Its fantastic,joy
Earlier I believe Satyajit Ray got it,joy
Well great,joy
It just shows that Indian cinema is making inroads into the West,joy
It is high time the world stood up and recognised Indian cinema,joy
And they are doing precisely thatquot;,joy
We as a family are truly honoured,joy
Every filmmaker has the creative right to carry his vision into whatever area he chooses,joy
Therell always be naysayers,joy
Thats right only 2 more until showtime!!!,joy
The show is coming together awesome,joy
It will also be very technical as we work out kinks in the show with props and lighting,joy
I don't know if anyone read the blog I posted last night,joy
I stand by what I said in that I don't know if I'm going to be filming ever again,joy
It wasn't meant to be that way but it was,joy
I don't know when or if I will end up seeing anyone again but please know that I can understand if you don't want to see me again,joy
I really don't know how you put up with me,joy
Hey all !!,joy
lol,joy
there was only a few of us single people there but it was cool,joy
It was really cold tho,joy
but it didn't snow like it said it was suppost to but neutral way,joy
haha We did the Cha Cha slide and we were all so close together,joy
I just loved last night!!,joy
Ha!,joy
We were all in our homecoming dresses still,joy
yea well im gonna go now,joy
whenever I can,joy
Grace Danielle was born Wendsday October 11 2006 at 11:48 AM,joy
Shw weighed 7 lbs 5 oz and is 205 inches long,joy
They were like 4-5 minutes apart,joy
Except she dosen't look a THING like me Everyone seems to think she has alot of Daniel in her,joy
But anyways,joy
My name is ashley,joy
I go to archbishop ryan high school,joy
Im a senior,joy
I want to go to CCP when I graduate and take up a career in either nursing or ultrasound technician,joy
Everyone there is amazing its like my second home,joy
Thats about it if you want to know anything else about me just let me know,joy
luckily we won that one,joy
then yesterday the tournament in ajax,joy
it was pertty goood,joy
thought we coulda beat them,joy
annnd this morning we beat gl roberts,joy
I learned a lot about the game,joy
didn't get a lot of points but had a lot of assists =),joy
his dog was sooo cute,joy
hehe,joy
o'connor monday?,joy
anyway,joy
I'm kinda in that zone now,joy
I don't know why,joy
I didn't think the focus was there but it is there now,joy
however I do miss volleyball,joy
Photobucket - Video and Image Hosting,joy
live life with no regrets,joy
Even it maybe means I won't see you screen again,joy
Crossposting from my message board cuz I'm lazy,joy
So I went to spend the night at Irvine's Eye Patch's place,joy
I can't remember all the little details or they just don't make much sense,joy
o_o,joy
being fixed up,joy
That's odd though as I don't usually care for dressy occassions,joy
BUT HEY,joy
WHAT ARE DREAMS FOR?,joy
I totally didn't want to wake up I can say that,joy
XD,joy
XD I wish I remembered the details better,joy
;_;,joy
(I did see some Fuzors figurines for like,joy
WTF),joy
I've wanted to since I first heard about it,joy
I think it's just what I need right now-- something long and somewhat chewy,joy
I don't want to do anything here,joy
I don't want to go on a hike or anything at all,joy
I just want to go home,joy
I could have danced with you,joy
I miss you so much,joy
I've never missed anyone so much as you,joy
All that stuff I just have to imagine or dream up for now,joy
And I couldn't even dream last night so now I'm deprived of that,joy
I want to go home,joy
I miss you,joy
Well Im finishing up my first week at Jubans its really awesome,joy
I think I almost know deserts and Salads already and Im getting familiar with Fry,joy
They schedule me for Pantry whihc is like aps salads prep helper guy Im not exactly sure what my job is but I work the whole time Im there,joy
I ate some Bison yesterday it was boss,joy
I got a B on my German Lit Test,joy
messed up a Quiz in Biology which sucks,joy
The Baghavad Gita the divine dialogue between Arjuna and Krishna is also waiting to be re-read,joy
I've left my Apollodorus Library of Greek Mythology on my bedside table having just finished Jason and the Argonauts,joy
Two names of classical antiquity for two students studying,joy
Humanities,joy
Most of the actors are graduates or working in their own theatre company so maybe some networking will come of this,joy
The point of this spiel was,joy
I can't imagine my bedroom without all these books,joy
And by extension,joy
This awesome program,joy
barely touching upon these cultures and these texts,joy
I had bought him a flask with the Latin inscription Te Amo on it,joy
He had bought me a statue of the,joy
I spoke with the Earth the sky and everything I feel is real,joy
There are so many things we think we know convince ourselves are real,joy
Heh,joy
we claim that our perception of reality is real,joy
Of course they are,joy
Phil,joy
ps Where did my sanity go?,joy
So I'm sittin' at the C Dubs bar right now on Chun's computer typing a blog to update all you people out there!,joy
So Adam and I went to App State to go hiking,joy
Other than that as usual I've been working like whoa,joy
As a matter of fact she called me this morning and told me that she was going to Upstate New York to go to her cabin,joy
That would be so awesome!,joy
Snow in October!,joy
I haven't even seen snow in years and to have it in October it too much to wrap around my little head!,joy
Miss you guys!,joy
Other than all of this I'm still trying to move upstairs and it looks like Tuesday will be the day,joy
We'll see though it keeps changing!,joy
I can honestly say my views of the world I live in changed while in high school,joy
When they were together everyone was equal,joy
Which was such a contrast when compared to the small group I belonged to,joy
I began pushing for the group to start doing more for themselves and for everyone else that was around them,joy
There were also other various events that I ended up doing on my own due to the lack of interest from others in my group,joy
I actually thought I was making a difference,joy
and then it happened,joy
My son,joy
he's 12 is upstairs practicing his trombone,joy
This is his first year in band,joy
Every now and then,joy
My husband who was not going to work today,joy
decided to go to work,joy
How nice for him,joy
But,joy
I wonder how long he will practice for?,joy
(Mike James Victoria and I),joy
(look at my pics),joy
(leslie steve mark aj and josh),joy
add some jack and cokes and a wendy's drive through and it's a REAL party!!,joy
My bro is leaving for Iraq again and well you know how that goes,joy
UGH!,joy
(well it could have been better if,joy
well you know,joy
Ok Here is how yeterday went,joy
Joe and Matt picked me up and took me over there,joy
I rode on the firetruck w/ the cheerleders and v-ball players,joy
lol,joy
I threw Mardi Gras Beads at Matt and Joe,joy
hehehehhe EICON1 neeeways,joy
after that we went to Wal-mart and walked around,joy
then went home and got ready for the game,joy
EICON1 At the game,joy
the band perfomed,joy
WE WERE TOTALLY AWESOME!!!!,joy
lol,joy
We won by several of points,joy
yay!!!!,joy
lol,joy
was so awesome,joy
EICON1 hehehehe,joy
Its soooo sad b/c it was my last one EICON2,joy
lol,joy
but yea,joy
EICON1 *sighs* lol,joy
Here I am again!,joy
Broadcasting this time from the New World,joy
It's been a solid half year since I sent word out and I will now attempt to encapsulate the last six months into one last epic email,joy
So to the task!,joy
Well,joy
I believe it was April and spring had just arrived,joy
He had arrived twenty minutes beforehand at the hostel hadn't even checked in yet and just happened to be in the lobby when I was,joy
So he just took his backpack with him and came on my tour,joy
We had a great time catching up and went out that night together as well,joy
The rest of April passed rather uneventfully and in May I went to see a production of Faust Part I at the Deutsches Theater,joy
It's moments like that that remind me why I've chosen theatre as a profession,joy
I saw most of the major sites on my own and I went to the theater almost every night I was there,joy
Horribly acted horribly directed weak script,joy
And interminably long!,joy
It was nice to understand that just wish I didn't have to experience it first hand,joy
While in London I also saw Coriolanus at the Globe Theater,joy
Now this was amazing,joy
Shakespeare old school,joy
The performers were incredible and one of the generals was played by Geoffrey the butler from Fresh Prince of Bellaire,joy
Loved London,joy
Loved the free museums,joy
Especially the British Museum,joy
Great East London accents,joy
Soooo many monuments including two statues in front of Buckingham Palace that had a conspicuous Communist message,joy
It was a worker with a hammer and a peasant woman with a sickle situated behind Queen Victoria's back and glowering at the palace,joy
Now maybe I was just reading too much into this or maybe I had spent too much time in the eastern bloc talking about Communist symbolism,joy
But I don't' think so,joy
And the funniest part the two statues said they were donated by New Zealand,joy
Curious,joy
After London came the World Cup,joy
That changed very quickly,joy
Then there were the Brazilians everywhere singing-clapping-dancing-taking pictures and of course the pale and pasty Brits with their cock-eyed stares and drinking songs,joy
Now this merits explaining: before the World Cup began if you waved a German flag in the streets you would probably be called a Nazi and at the very least labeled as a radical right wing nutter,joy
So,joy
In fact the entire month of June was one continuous debate in the media between prominent politicians celebrities writers (such as Guenther Grass and Christa Wolf) and other intellectuals about the meaning origin and impact of this nationalism,joy
And of course no one can laboriously dissect an idea better than the Germans,joy
In June I had also been training at work to lead tours of Sachsenhausen Concentration Camp which I started at the end of the month,joy
I ended up doing tours out there for the duration of the summer,joy
I was planning on going to Greece sometime anyway so we spent three days in Athens and two and a half in Cyprus,joy
Now take into account that said air conditioners are mounted on the windows sticking out over the street,joy
Now add a couple of poorly placed ancient columns,joy
But it was close,joy
But two days back to back was more than enough,joy
Now this was really amazing,joy
The sky is so amazing in Greece it feels like you could really reach up and touch it it's so close!,joy
Just FYI,joy
They also bake bread for you on the plane so that your in flight meal is fresh,joy
Cyprus was amazing,joy
We stayed in a tiny mountain village called Droushia and these people brought hospitality to incredible new heights,joy
And they weren't kidding,joy
What's more we had the whole place to ourselves,joy
It was really interesting staying with them in this little mountain village and getting to experience a bit of what their culture was all about,joy
They make their own very strong coffee and Haloumi cheese which we were told (a hundred different times by all the little old ladies) was goat cheese,joy
But not feta,joy
Haloumi,joy
Haloumi has nothing to do with Feta,joy
Its really a testament to the vision of the ancients that in our world of skyscrapers and technical gadgetry we are still fascinated by a two thousand year-old arrangement of stones,joy
After returning from Greece my last few weeks in Berlin passed very quickly,joy
I was leading loads of tours and working on a short film I was directing,joy
Lance and I spent the better part of the next three days lounging around Zurich and drinking in Switzerland,joy
People say London or Paris is expensive; no,joy
Zurich is expensive,joy
We had a ball in Zurich,joy
After our detox detour en Suisse we headed via night train to Paris,joy
So many public spaces parks museums gardens,joy
And people are out in them all the time,joy
There was a fabulous sense of community there,joy
So we went across the street to the park it was about 2:00 pm,joy
There were people all over the place and lots of benches and chairs,joy
We noticed that about half of the chairs were slanted at a 45 degree angle,joy
I thought: that's strange what's that about?,joy
Well when in Rome,joy
so we did the same,joy
Had a little hour sleep got back up and headed back into the colossal Louvre for another few hours,joy
Vive la France!,joy
We really had a ball in Paris,joy
The most interesting thing we learned on the bike tour was that when the revolutionaries stormed the Bastille there were only 7 prisoners left in it,joy
Thus is my two year Grande Tour at an end,joy
It took me to 11 different countries and incalculable new experiences,joy
I've returned ready for a fresh start collecting new experiences on this side of the pond,joy
The last few weeks I've been in Lubbock trying to readjust to life in America and spending lots of time with my family,joy
It was a Commedia dell'Arte piece titled The Red Hat and went extremely well,joy
It was a nice way for me to get to stretch those theater muscles and earn a little something at the same time,joy
And though my European adventure is over (for the moment) my American one starts tomorrow,joy
I'm moving to Chicago Sunday morning in the hopes of getting started there as an director and performer,joy
There was a lot to pack in,joy
So,joy
first day of school,joy
Yeah,joy
My classes all seem fine,joy
Except math,joy
But math just sucks and I've accepted that,joy
Some of my teachers seem quite amazing and others I know for a fact to be amazing,joy
Ah well,joy
It's nothing a strong woman such as myself cannot handle with a little bit of DragonForce and mental pep talks,joy
I can come through this year triumphantly and with grace,joy
I have looked forward to this year even before last year ended,joy
This is the year where everything happens,joy
This is the year when I get to test myself: my mind my body and myself,joy
This is my first year where I am truly Nyssa Jane Towsley,joy
Ah well,joy
It's nothing a strong woman such as myself cannot handle with a little bit of DragonForce and mental pep talks,joy
I can come through this year triumphantly and with grace,joy
I have looked forward to this year even before last year ended,joy
This is the year where everything happens,joy
This is the year when I get to test myself: my mind my body and myself,joy
This is my first year where I am truly Nyssa Jane Towsley,joy
Edit:,joy
I need to just,joy
Paul,joy
I think I'd really like to talk to you right now,joy
Blar,joy
at least they punched holes in it) that is my BIO lab course book,joy
That's like four or five or more meals!,joy
Or a new pair of jeans!,joy
Or two meals in Europe,joy
Poopy poopy poopy,joy
*cries* Such is life I spose EICON2,joy
I forgot how demeaning BME classes are,joy
Dr Roy my prof for BME 314 expects us to have taken an Anatomy/Physiology class at some point in our lives,joy
I haven't,joy
He was asking all these questions that I was completely baffled by and people were just spouting answers,joy
Sometimes I wonder how in the world I made it in and every day I wonder how I'm going to make it through,joy
I mean we already need 133 (ish) hours to graduate which for you non college people is about 8-10 more than any engineering major and more than that more for a non engineering major,joy
I dont' know where that is yet,joy
I'm going to finish my book before I go to bed,joy
I think I spent the better part of two hours reading today,joy
I learned that the Life Sciences library in the main building has exceedingly comfortable couches Anyhoo,joy
I spose I'm off for now,joy
wherever,joy
These are all unlikely but they happen,joy
I see it everyday on the news,joy
Should I strive to be in someone's history book as the dude that invented,joy
rebuilt,joy
saved,joy
rescued,joy
wrote,joy
governed,joy
I could live in a suburban house environment with a family a few cars a boat and a dog in the back yard?,joy
Does an afterlife really exist?,joy
That's one hour a week,joy
There would be a constant trepedation that there is no gold at the end of that rainbow,joy
Different songs keep on playing,joy
Its all official we sorted it out at the civic centre on Friday,joy
Its a funny old game life but I think I am one step closer to understanding its purpose and meaning now,joy
I wept for all the mistakes I made where I put my feelings before the feelings of others,joy
I wept for all the times I said f*ck you instead of thank you,joy
can you buy it?,joy
can it be sold?,joy
can you get there and back on a half tank of gas?,joy
I think you can,joy
We are all essentially the same person,joy
other then physical attributes - what really makes us so different from one another,joy
Theoretically,joy
is there anything that Einstein did that I couldn't do,joy
we both have the same tools (a brain) so why can't I come up with a grad theory of relativity,joy
Simply because that is not where I have been directing my energy to,joy
The brain is an amazing tool and can be sculpted for any purpose,joy
however most people don't exert the mental energy required to expand your train of thought,joy
Have you ever met anyone without a fully developed brain?,joy
They look at things only on the surface and read into nothing,joy
Listlessly they scratch at there head and the chains of thought don't delve to deep,joy
I think it is very easy to understand people once you realize that all people carry all the same personalities - just expressed to different proportions and degrees,joy
Whatever thought can be imagined - someone has taken that to the extreme,joy
the combination of all people balanced into one,joy
as defined by the dictionary,joy
Balanced,joy
(of a person or state of mind) having no emotion lacking or too strong; stable : a balanced personality,joy
but when you try to become your own mental chemist - ingesting chemicals to alter your feelings - you screw up the balance,joy
The testes stop producing testosterone because it senses there is already too much testosterone in the system,joy
For example - the more you use chapstick - the less your lips produce their own moisture - making you further dependent on chapstick,joy
So this morning I get a phone call from my sister,joy
Third she starts asking why I have only posted pics so my dear sister this is for you,joy
