Sentences,label 
The image of cartoonist after cartoonist sitting at folding tables selling comic books is truly a pathetic one,sadness
Don't sweat it that's just my perception: I traveled the hour and a half trip down on Saturday with American Hero Chris Mautner (he attained that storied status by agreeing to drive) arrived a half-hour after the doors opened stayed until 5:30 then went right back home,surprise
My SPX in other words was full of shopping and stalking the aisles,anger
I met an awful lot of fine creators but I hated taking up much of their table time; heaven knows by the afternoon there's a swarm of people waiting to trudge through the byways between tables and one thousand distractions to attend to,disgust
I'd never been to a comics show in my life so I'd not known any SPX other than what was presented to me there: a pretty swank hotel a table to pay at in the hall outside and big ballroom with everyone selling everything inside and a bunch of other rooms to have educational and informative events in though all of those were down the hall around the bend and down an escalator,joy
To say there was no color at all would be misleading since it was a nice day and there were a number of trees and things but I did not detect any local pulse at all,anger
I went out for lunch with Chris and Gina Gagliano of First Second; food became curiously hard to find within hiking distance (in the interests of full disclosure my mastery of direction also had us walking the wrong way for a good while),joy
After we passed by a large parking lot promising a furniture blowout sale as well as a haunted attraction and possibly ponies or something in the back we decided to turn around and stop at a little diner we'd passed on the way,sadness
We hurried back from the gray highway to the center of comics and people followed close behind by haunted ponies who'd just bought cheap Barcaloungers for their ghost stable and were now jonesing for independent comics,sadness
I love walking around for things to buy and traveling less than two hours to arrive at the comics spread of my dreams won't raise too many personal hackles let me tell you,joy
I'm also really glad I had Chris with me since he knew a lot of faces that I didn't; he made a fine guide though one of us would occasionally wander away from the other in the vein of the old NES version of Who Framed Roger Rabbit? though I'm unsure as to which one of us was Bob Hoskins,joy
Actually I think maybe the best thing about SPX is how everyone is kind of pressed together comics placed near one another seemingly without much concern for subject matter coherency (I heard it was a bit different in prior years with multiple selling rooms and all); if the creators in attendance and the books on display weren't a comprehensive picture of English-language non-superhero comics there was at least enough diversity to manage the illusion of comprehensiveness,joy
A diverse audience too everything from young to old from old-school nerds to stylish-looking folk from aged hippies to teenage Goths,joy
There was nowhere to sit in the former since I got there late so I sort of drifted in and out of hearing distance,sadness
Someone behind me turned to someone else and whispered It's just like Civil War,fear
The Chippendale talk was different a highly entertaining digression-prone ramble by the artist through his history and procedure moderated by Dan Nadel and with extra bonus contributions from Brian Ralph who was seated in the back of the room,joy
Nobody was particularly brusque at SPX at least from among the artists but I found Chippendale to be consistently the most emphatic and friendly creator around,joy
And I bought a good deal of stuff too,joy
I tried to follow Tom's rule of not buying anything on my first trip around the room but that didn't quite hold,surprise
I managed to get through the whole show without finding anything I really wanted sold out however and I only had to stand in the Line of Shame at the ATM once,sadness
Awakening Comics 1-2 by Steve Peters amp; friends (I reviewed his The Origin of Sparky a few weeks ago; having walked away from the table and indeed the entire convention I suddenly realized that I'd forgotten to actually tell Steve Peters who I was - another triumph of intellect!),surprise
Cinema Sewer 19 edited by Robin Bougie (new issue of the funny comics-heavy pamphlet-format magazine devoted entirely to the finest in exploitation and pornographic film - a creator's personality-powered publication and I assure you that Robin Bougie is in real life exactly the way he portrays himself in the mag),disgust
Cold Heat 1-2 (of 12) by Ben Jones amp; Frank Santoro (2 debuted at the show; the odd semi-abstract fantasy/action book that Diamond initially disliked a while back complaining of its format despite the fact that it's 100% a serialized pamphlet-format comic),anger
Ed the Happy Clown 2 (of 9) by Chester Brown (the one I was missing - who says you can't score back-issues at these things?!),joy
Fuzz amp; Pluck in Splitsville 4 (of 5) by Ted Stearn (surely I can't be the only fan of the mighty Fuzz amp; Pluck; still I've never seen this in a store though Fantagraphics had it at their table),anger
Paping 11 by various (older issue of a deluxe anthology by some interesting-looking creators; the real showpiece was issue 14 with its solid wood covers and impressive prints 'n comics mishmash interior the whole thing bound by red shoelaces; I just didn't have the roughly $30 needed to spend on it by that point in the show though),sadness
Project: Romantic by various (debuted at the show the newest in AdHouse's Project series of anthologies this one strictly devoted to romance comics),joy
PulphopeA by Paul Pope (a show exclusive I think; not the full Pope art book coming soon from AdHouse but a 200 copy ashcan with some exclusive stuff),joy
So it was a nice trip,surprise
A lot of good things to have and good hands to shake,joy
I hope to do it again and add on a few more convention experience points,joy
My Mother Is A Fish,joy
Some of my girlfriends have found it a little strange; I think it's one of the reasons they break up with me in the end as if they need anymore reasons,joy
To try and remedy this I spend my nights reading,joy
But it was a good read and if I did have a dream where I had sex with my mother well now I'd know what it means,joy
I guess it's hard to read about a condition when you don't know the name of it,surprise
I didn't always have this problem,sadness
Actually I don't remember much about my childhood,joy
All this not sleeping has a terrible way of playing with your memory,anger
It's Sunday but tomorrow might be a holiday,joy
But I think I work on that holiday,joy
I weigh about 180 lbs I'm about 5' 10 I don't have anything that seems to be wrong with me I have these weird scars on my neck,disgust
An accident,surprise
And there's the scar on my lip,anger
I would say it was from some drunken night of excess but I've never blacked out either,disgust
I remember every second every horrific moment leaning over a toilet and puking,disgust
It's unfair that I can remember things like that so well yet I can't even tell you much about what happened in the rest of my life,anger
You'd think that'd be a problem at work but it's menial stuff,sadness
I spend most of my time in my cube typing and filing thinking about what I read the night before trying to process it trying to figure out what is/has been happening to me Last night I read As I Lay Dying by William Faulkner,anger
It's kind of confusing,joy
I'll have to look when I get home,anger
I guess it's getting colder and it's getting to be time for dinner or far enough after work or whatever,surprise
I suppose the cold should annoy me But it doesn't I begin to take off my shoes,anger
People tell me that the water in the lakes around here isn't that good,joy
But people swim in this right?,joy
The water can't be that bad,anger
Something my mother sang to me to put me to sleep,joy
I don't listen to music but I know this song,joy
I quickly strip,sadness
My neck tingles as I hit the water and I sink blowing bubbles,anger
They slowly stop coming out of my mouth but my neck continues to tingle,surprise
Like Alice in Wonderland on a bad acid trip fucked up,anger
Mind you I've been treated like the asshole of the house for the past couple of weeks and I didn't even do anything at all to deserve it,anger
But it's all good when folks need or want something isn't it?,joy
And then one of them played a song that made me think of my mom and suddenly I'm so depressed that all I want to do is go curl up in a ball and die,sadness
But for now I go hide,fear
It's nice kind of being able to put everything together in my head,joy
I'm sure by now most people heard about the really sad disappearance and murder of Michelle-Gardner Quinn a UVM student,anger
It's pretty awful- there's not much else to say about it,anger
I found out about it on the way to Boston this weekend and I was just shocked,joy
I transferred from a school in an unsafe part of a city to UVM and found it to be much more laid back and free,joy
Even just this last week there is a definite change in atmosphere around these parts that is pretty sad,joy
I really can't imagine what her family and friends are going through right now because it's a really unnecessary situation- she did not have to die and that's probably the saddest part,sadness
It was so fun seeing everyone from way back- we ran into Eric and went out to see Michele so it was just so fun,joy
Work and school are getting a little intense but I've found that I can do it- I just need to stay focused,joy
and I am excited about the little booger haha,joy
Okay off to clean this room,joy
My mom would be so proud of me,joy
cold rainy day,sadness
no easy transition into this weather; it felt more like winter than fall up on the trail,sadness
I didn't see her on Wednesday so I was surprised to find her at the shelter this morning,surprise
once we got a the top of the trail and started to head down some spastic switch got turned on because she started acting a jumpy darting all over the place picking up stones randomly chewing on tree roots etc she probably wanted to play but there's not much room for that on the trail especially on the way down a steep trail,surprise
I was surprised to see her sitting so still; spastic switch must have been turned off,surprise
he was a stray found wandering Discovery Park,joy
he has a bad left eye which I don't think he has any vision,anger
during the run we were calling him Lance (since he was nameless) because when he was laying on his back in the grass he would kick his legs like he was riding a bike; I wrote this stuff down on his sheet but I guess the officer's didn't like the name,anger
Finally a picture update!,joy
Justin's Birthday:,joy
and here is the birthday boy,joy
this boy jumped in and blew it!,disgust
This smile made me more scared,joy
I adore her with all my heart,joy
His dad didn't mind us taking pictures but I think this boy did,disgust
XD Oh well~ He was one coolio child,joy
This event was sooo fun!,joy
It was like an exciting adventure where we walked 6 miles in the cold!,joy
we were freezing to death,anger
SO this is where we begin our journey,joy
Eff questions how the belt keeps up his pants,anger
Someone unexpected from your past with resurface,joy
[and guess what!,surprise
Then another someone unexpected too],joy
Mr Fortune Cookie you are the bomb-diggity,joy
As for Eff he got You will find the road to happiness by helping others,joy
It was pretty good,joy
Our first conversation was an argument in English class,anger
XD Yes people he was baring a child and then someone popped it,joy
Anywho~ Today was fun,joy
I am going to do the AIDS walk again next year for fun,joy
That's all for now I have homework,fear
watching Mother Nature's lightshow I see,joy
enormous mounds of gray cotton batting clouds only momentarily visible as they are back-lit by silent random flashbulbs,sadness
I stretch my arms out as far as they will reach just as the first drum rolls of thunder pound my ears,anger
Being the tallest object on the beach in a thunderstorm and living to write about it,joy
Regardless of my temporal status as far as my brother is concerned time still moves ahead at a frighteningly rapid pace,surprise
No not the new first season the William Hartnell black and white forty years ago suck it I'm the first Doctor first season,joy
Once I have them all then I think I'll start on Blackadder,anger
I spent the majority of the day up in Madison (hi Robby I would have waved but I'm not sure where your house is),joy
Their historical society was having a century home tour as a fund raiser and my mother wanted to go,joy
I assumed that with my niece in New York and my sister working a weekend job to keep her there that it would just be my mother and I; little did I know that she invited my sister-in-law to accompany us,joy
On the plus side the home tour put me in the holiday spirit,joy
This week I am totally going to start my Christmas shopping,joy
I used to have it all done by Halloween so maybe I'll return to that tradition,anger
It's not so much a matter of the early bird getting the worm as it is the procrastinating bird getting splattered by the semi out on I-90,surprise
And on that note enjoy the remainder of your Sunday,joy
Well we're half-way through our trip,surprise
There is a church or ruins everywhere you look,joy
That it is still standing for us to see is well I feel very lucky,joy
The lines around the wall was insanely long,fear
We walked around pretty much the entire city until we found it,joy
It was beautiful and FULL of people and tour buses,joy
Again we stood in line to enter the church,joy
It's pretty cool,joy
So anyway Rome in general was loud dirty and absolutely chock-full of people and cars and bikes,disgust
The city really is like a human being especially in the morning as you watch and hear it begin to awaken,fear
I've been trying not to think about my life back home but sometimes it sneaks in uninvited,sadness
What the hell am I going to do when I get back home?,anger
These questions completely depress me,sadness
I can dream and earthquake and it'll actually happen!!!,anger
that's not entirely true,joy
what really happened was that an earthquake started and instead of waking up first I incorporated it into a dream where I was watching a documentary about earthquakes and they were recounting some classic earthquake showing how it would pulse stronger and stronger,anger
I was very attentive and it didn't seem like she was gonna break so I just stayed there and eventually it stopped and I passed out again,surprise
eitherw ay finally got up for a while after talkin' to him and my sis and mom listened to the radio for a little while (on my MP3 player 'cause the power was knocked out) and it was all fine,joy
so I went back to sleep 'till noon took beau for a walk surfed for four hours cooked in the dark read by candlelight for a little while adn then the power came back on so I could watch tv,sadness
all my plans were shot to shit 'cause the cell waves were all packed and I couldn't get in touch with my friends very well,anger
and there was a storm at the same time so that didn't help,anger
then I needed a drink and naturally don't have beer and I expected all the beer at the supermarket to be warm,joy
oh earthquake was rated highest at a 66,surprise
what surprised me most (geekin' it up) was the frequency of the rumbles,surprise
an avalanche (movie sounds) or rock slide,surprise
the amount of energy required to move that much mass SUSTAINED at such a high frequency is ridiculous,anger
She said that Kubik would be hanging out and I could come if I wanted,anger
I jump shrieking a little before I realize it's only Kubik,joy
Original plan was to watch Brokeback Mountain but I saw that 1962 version of The Manchurian Candidate is on and ask if we can watch that,fear
The two of them watch it I half watch the movie while reading the newspaper sometimes out loud but Kubik complains SOMEONE IS TALKING while I'm trying to watch a movie!! but Karina defends me You're one to talk,fear
We watch Project Runway but the repetition of the same 5 commercials becomes old fast,fear
Around 1 pm Karina tells us that we need to leave because it's late,sadness
As I'm walking to the metro station a teenage boy in his mixed group of 4 or 5 friends hanging outside yells I like your haircut! and I answer Thankswhile I keep walking having seen Erica and Diana enter a little bit earlier,disgust
A compliment from a trendy teenager can brighten up anyone's day,joy
The three of us find our way to the Spy Museum and I'm surprised by the number of young couples who are there in addition to the usual elderly tourists and young families,surprise
I'm the slowest to go through the exhibits and I soon lose Erica and Diana occasionally catching up with them when they slow down,anger
The fake vent opens to another part of the exhibit and I get out,anger
We stop in the gift shop before heading home,joy
The wind blows strongly outside and Diana has a hard time pushing open the door but a 7 or 8 year old boy who's already exited with his family helps her out by pulling while she pushes,disgust
I woke up early and checked on my little Chirp,joy
She is looking better than she did but hasn't eaten anything so I hope she continues to heal,joy
I had to fly out the door this morning and ended up being 10 minutes late for class but we were doing a group project so I dived in and did my part,sadness
I think he knows not to cross the line he crossed once before,anger
I do love the Chun Li pictures I found,joy
She's always been one of my favorite video game characters,joy
maybe it's because she can beat the living shit out of guys heh,anger
I love her outfit as well except I think the laughing after she wins a fight in street fighter is kind of silly but that's just me Kikyo from the Inuyasha series has been another favorite of mine,joy
have a true normal life,joy
EICON1 love u hun,joy
The remake and the character Deunan Knute just engaged me big time so I had to include some pictures,joy
Went home and finished the luncheon posters than I had to leave early for my eye appointment,surprise
medical and dental but I definetly need my loan to secure all my funds,fear
I than went to Office Max and got two jump drives,joy
They were on a special and heh,joy
I think the cashier made a mistake but I didn't say anything,sadness
I believe she entered in $1788 instead of $1888 so I got an unexpected discount,joy
It's a SanDisk Micro 10 GB jump drive so not a bad deal,joy
I guess for me theres just no hope,surprise
As I have said before I am happily not taking a class this semester but these two particular functions were ones that were not to be missed,joy
The first was the dedication of a painting that was donated to the school by the students of fear Damien Dietlein OSB the Old Testament Professor there,anger
The entire enterprise was done as a surprise to Damo (our name for Father) and he was genuinely touched and surprised by the affair,surprise
The evening's speaker happened to be another of my professors: fear,anger
Denis Robinson OSB whom I had for Early Church History and had been telling mrangelmeg about for months,joy
His topic was John Henry Newman and Catholic Education,disgust
I really wanted mrangelmeg to have a chance to experience fear,anger
Denis because he is a force with which to be reckoned,anger
After that discussion we spent some time in the little bar on campus which is called the Unstable ( Benedictines take a vow of stability so they call the bar the Unstable get it?),surprise
We had a wonderful time,joy
I have to admit knowing that those of my friends who were there for fear,anger
Denis' class on Creed were having a quiz on Heresies in the early church on Saturday morning I was more than happy to be returning home Friday night,joy
something the Internet has been missing since it was born!,sadness
Try out this first primer a quick five minute guide to learning and loving classical music,joy
Five minutes is all you need so grab a glass of your favorite wine and enjoy your newfound knowledge!,joy
If these prissy little installments are truly helpful I may just have to take more requests!,joy
Classical Music 101,joy
Welcome to the world of classical music,joy
It's my world a place where music in endless forms and varieties give me an entire lifetime of listening pleasure,joy
It's the oldest recognized type of music in Western civilization and it dates back well into the Middle Ages,joy
Since classical music is the oldest and largest genre of music in existence let's study this music from one era to the next,joy
Most music historians identify anywhere from four to seven distinct eras in classical music and since I recognize all seven let's learn about each one:,joy
Middle Ages (450 AD to 1450 AD): Shortly after the fall of the Roman Empire the first era of classical music was born,sadness
Our first composers were mostly supported by the church (surprise!) and religion influenced early classical music more than any other source,joy
There was no formal system of notation making composing very difficult and time-consuming,fear
Renaissance (1450 - 1600): Humans discovered that Earth is not the center of the universe so classical music changed along with the rest of the arts,joy
Music became more of an expressive art than a science and music was now being printed allowing sacred secular and instrumental music to spread everywhere,joy
Governments now influenced the spread of the era's music more than the church,joy
Composers developed the idea of the sonata the concerto and the symphony where great performers (called virtuosos) found enormous success,joy
Composers used counterpoint dance rhythms and repetition in their music,joy
Think of this brief period as a launch platform of all the modern music to follow,joy
Anyway classical music wasn't even called classical music back in this time,joy
Romantic (1825-1900): Lush and beautiful music was the prevailing theme during most of the 1800s and music was written to tell stories to depict the mysteries of nature or to express the upper reaches of human emotions,joy
Composers of this era such as Tchaikovsky Brahms and Chopin wrote music with a wider dynamic range using a larger variety of instruments,surprise
20th Century: 1900-1999: Classical music exploded evolved and splintered faster than it ever had before,joy
New subcategories of classical music were born every year and more composers were writing music than all previous eras combined,joy
Music of this era was influenced by anything and everything including world wars politics SEX and cross-pollination by other types of music such as jazz,joy
Finally music could be recorded and distributed widely creating a burgeoning market for all types of new music,joy
Over one hundred thousand composers fall into this period including Copland Stravinsky and Ravel,sadness
Needless to say neither the church nor the government contributed much to classical music in this century,joy
Contemporary Classical: 1970 - 2050 (projected): If the 20th Century period ends in 1999 then what do we call all classical music written thereafter?,joy
Welcome to the contemporary classical period where we see even more subcategories such as the minimalism of Philip Glass the electric opera by John Corigliano and the twelve-tone works of John Bilotta a Bay Area composer!,joy
The few creative barriers that may have been left after the 20th century have been crushed by a whopping 300 000 living composers and this contemporary period gives new meaning to the phrase Anything Goes!,anger
There is so much more to learn but this is your first step into removing the mystery from these vast eras,surprise
Your next few leaps into classical music should now be a little easier!,joy
Add a little passion to your life each time you visit and share my world with me!,joy
Measure 40 amends the state constitution to require supreme court and appeals judges to be elected by district instead of the statewide vote that currently happens,anger
Arguments in favor: 29,anger
Arguments in opposition: 20,anger
8 of the pro arguments consist of someone listing what I take to be every single county in Oregon from which there are no appellate judges,anger
Both sides have a mixture of more polemic arguments and more reasonable arguments,anger
There's all kinds of thought about how the measure will make judicial positions more or less political whether those positions already are political whether it matters that the Oregon constitution originally had district elections and switched to statewide some time ago whether elections by district mean that some of the judges will be less qualified than others could have been or whether it means that currently underrepresented areas (think every rural area) will have a better chance to have someone who understands them in the appellate courts etc,surprise
All in all most of the arguments are not very convincing one way or the other,anger
One of the few that seemed to me to say something worth saying was an argument in favor that was written by Ron Saxton,anger
This surprised me because I know from TV ads that Ron Saxton is running for something or other,surprise
As such I consider him to be primarily a politician and it is rare that I find what I might consider words of wisdom from a politician even when I agree with them,anger
The one other somewhat-convincing argument was immediately after that one also in favor by an organization of Oregon farmers,anger
There seemed to be at least a smidgen of personal experience reflected in that argument something not really present anywhere else,anger
my words tend to come out always as a substandard to how they sound on the workfloor of the psyche,anger
finding this out is almost as fun as finding out the effects of placing one's hand down a working garbage disposal unit,joy
lately all im capable is questioning things and my ablility to deal,joy
I don't want to make a mistake that I can't undo,sadness
I don't want to burn any bridges incase I've crossed the wrong one,anger
my paranoia really knows no bounds,fear
found out my mother cut open the top of her left foot and got 11 stitches good job mommy :D!,joy
I talked to her today she's ok still a mess since I left from what my dad's told me but nothing new there,disgust
mormor is is dealing w/ senile dementia still,sadness
it makes me sad she's a tough old bird but she's just 'not home anymore',sadness
I like/can deal w/ most of my classes,joy
to nap,joy
prof is killing me with what she assigns though,anger
lost a syillibis for US Gov but the class is so cut 'n' dry that it's no worry,sadness
you know the one where it has a shocked expression w/ pumpkin guts coming out of its mouth,surprise
and handling of pumpkin guts which is double fun esp when you have a squimish person working w/ you XD,joy
but im still laughing a lot,joy
things make me laugh here esp my roommates,joy
and u can only guess who was in it,surprise
but I'll give ya a clue,anger
BLUE EYES!,sadness
surprising I know,surprise
dont worry its not,sadness
nothing else happened in the dream we just cuddled and it was real sweet,joy
like wanting to dooo any thing to be with him!,sadness
ok peace,joy
Seeing a scarred bearded man in a rippling black overcoat warmed my heart because his fingers were painting a trembling solo on his acoustic guitar,sadness
I sat down beside him and ran lines in my head for a while while a few feet away the song poured from his strings,fear
Eventually the music faded away and the guitar slipped back into its bag,joy
Yeah sure I'll watch your guitar,fear
I was very disappointed,anger
but I insisted on getting a violin so I took the bus to spirited music and rented one from there,joy
I think I'm quite good for the amount of time I've been playing,joy
besides the usual mary had a little lamb and junk I can play swing low sweet chariot silent night chopin's funeral march and I taught myself hurt by nine inch nails/johnny cash by ear because I couldn't find any proper sheet music for it,joy
its actually a pretty easy song I suggest it for all beginers who are really quite sick of playing twinkle twinkle,joy
those pegs are hard to push back in especially the E string peg that was a real bitch,anger
he said if I practise a lot and get really good to let him know because his band is looking for a violinist,joy
that would be pretty sweet,joy
last night me and mike and christina and a bunch of people went to the bar and I got raving drunk on just 2 coolers,anger
I suck when im drunk I just get dizzy and fall asleep so once I was finished making an idiot of myself at the bar I dozed for hours on mikes couch,sadness
and disgusting!,anger
I love the show because I learn so much,joy
Many times I'll hear commentators and sometimes I'll even agree with them,anger
Markets do not measure everything accurately and I find this assumption to be disgusting,anger
And the Walmartisation of the world changes markets for the worse for labour making people a mere slot in a computerised schedule with no regard for their free time,sadness
Forcing the world into markets is exactly what creates so many problems in the world (*ahem* people are at war with us over it you know),fear
It is dangerous to force everything into a market mentality,fear
It makes everything homogeneous in texture sure but you never are able to enjoy it in its own context,joy
Let's not promote gambling the security and livelihoods of people just because they're a few thousand miles away or brown,surprise
How disgusting would it be to see 9/11 turn into a 'market'?,anger
And who would be the bastard who profits off of the destruction of my workplace and life?,anger
Their bets on the probability of this one terrorist action would be reflected in the price of the contract,anger
Plus in such a secretive government wouldn't this promote corruption?,fear
The selling of top secret documents to profit off of the killing of 150 people in a mosque?,anger
There's no reason to encourage them (ok us),joy
And there's really no reason to encourage those who can afford to gamble on this sort of thing to do something so dispicable and amoral,joy
It is sickening,anger
There is so much room for the worst of humanity in doing things like this let's not encourage it please!,joy
In the last three years terrorism has flourished,anger
I shudder to think,fear
Here's another great case of Redcoat Logic,sadness
Apparently the extremist terrorists in Britain are connected to the insurgents in Iraq (despite the fact that the former were pure terrorists and the latter are involved in a civil war) and that a slow exit from Iraq was their goal,fear
Does no one see the problem with that logic?,sadness
The war in Iraq is fighting terrorists,anger
Terrorists are all one giant unit,fear
I'd also like to point out that the liberal complaint is not that we're fighting terrorists it's that we're NOT fighting terrorists,anger
The complaint is that we abandoned the search for bin Laden in Afghanistan and went into Iraq under incredibly false premises,anger
I'm worried that too many people both in politics and out don't appreciate the seriousness of the threat to American security and the evil of the enemy that faces usMr Lieberman said at the Waterbury event,anger
He called that threat more evil or as evil as Nazism and probably more dangerous than the Soviet Communists we fought during the long cold war,fear
To suggest that a couple of disorganized idiots trying to replicate Yousef's 1995 plot is more evil and more dangerous than what they did is beyond off-base beyond stupid,fear
It's flat-out disgusting,anger
Another apocalyptic vision last night: wandering through large rooms that are stuffy and crowded with people lying on the floor covered with sheets most of them separate from each other,anger
Some aggressive people with mean faces and nasty attitudes staking out their turf telling us to move along,anger
We try to find comfortable space and head down a winding staircase that seems to get smaller as it gets to the bottom,sadness
Then I am outside and they are calling the name D'Angelo for people to board rescue vehicles,joy
The bees and the body somehow melt away as the rescue vehicles begin to depart - leaving me behind,joy
I am by no means an art critic,joy
I know very little about art save the few well-known artists that everyone knows,joy
For my birthday Jon took me to the Getty Center in Los Angeles,joy
The only art I have ever been exposed to is the stuff that pretentious college drop-outs create and try to sell by hanging it on the walls for coffee shops,joy
It's easy to Google Image search Monet and look at the results but pictures and posters hold no candle to the real deal,joy
Oh and I think I made the security guards really nervous - like I was going to blow my runny nose on the Renoir and forever ruin it with my bodily fluids,fear
(Pretty no? You should see it in person!),joy
Like I said I'm no judge of art,joy
The purpose - to catch Body Worlds 2 while we could (the exhibit had already come and gone to LA so this was the only chance we would get),surprise
I was excited to see it as I have a fondness of cadavers (blame Gross Anatomy) and really wanted to get another shot at some up close anatomy viewing,joy
In Gross Anatomy our cadavers were solemn - laying on the tables as if in a deep slumber,disgust
Also interesting were the cases of organs - healthy and diseased,sadness
The odd thing about Body Worlds is that it goes from being an anatomy exhibit to being a sort of Cadaver Carnival of Bizarre Art,surprise
(I can't find any good images of the weird displays so to view some you have to look here at the International Body Worlds Online Store),joy
Again I am no judge of art and the fact that this exhibit has drawn record numbers of people hint at the possibility that I am off-base,joy
Body Worlds is great in that it gives everyday people the chance to look at the machinery that is the body,surprise
The general public also has a chance to look at diseased organs (something usually reserved for pathologists who I've noticed seem to get *very* excited over things like polyps and necrosis),surprise
However for me the more artistic exhibits were more of a turn off - I willingly admit that I was very attached to my cadaver in Gross and the thought of him being displayed like that makes me a bit sick,disgust
Then again I'm not a good judge of art,joy
As an aside there have been some interesting articles regarding the aquisition of cadavers for exhibits such as Body Worlds (I guess the entire affair has sparked various knock-off exhibits!),surprise
Due to increased demand for bodies China has stepped into the body buisness,anger
While this country has access to huge numbers of scientists and medical students (someone has to do the dirty work) there have been some controversies and questions as to where the cadavers come from,fear
The creator of Body Worlds has denied that his specimines have been acquired in any dubious manner and has documentation to that effect,sadness
However some of the knock-offs might not be as professional (personally I'd avoid them if I were you),fear
I won't make any more comments about it and leave it in your hands,surprise
I dislike feeling ill Especially when I had plans for the weekend,disgust
which of course makes me feel nauseous,sadness
Besides all of that I've been feeling great,joy
I was able to tell all of the teachers at school that I am pregnant so it's been fun to hear all of their pregnancy stories,joy
Everyone keeps asking if we're going to find out if we're having a boy or girl,disgust
This afternoon I went shopping for school supplies,joy
Summer has gotten to me and now it needs to leave,surprise
The most exciting time of my whole summer was going to Virginia with the Patricks Pearsons and Roths and that lasted less than a week,joy
Tomorrow I hope either my mother or father takes me to go buy school clothes,joy
I don't except them to because my Dad is taking my brother golfing (as previously stated) and my mother hates the mall more than she hates anything else,joy
Scott is losing the card game from what I can hear,anger
My mother just asked Chris How would you prefer your crab?,joy
Or hot with butter and garlic?,anger
I tried making a collage of magazine cutouts (or in my case rip outs,sadness
My cat Roxie is very nervous,fear
She was just eating cat food a few feet away from me She saw my brother look at her and ran away,joy
As she was running a kernel of catfood fell from her mouth and now it's all soggy on the floor,surprise
It's pretty disgusting,anger
I freakin hate when you get in a bad mood and its not just one thing,anger
its just kinda just a bunch of little things and then you get sad and you just want to go cry and just be away from reality,sadness
I mean I know but I cant put it into words and I just dont want to say it I guess,anger
and im not trying to be mean but if I say I dislike someone and you are like why why why and I try to explain but you're just like thats stupid you shouldnt dislike her it pisses me off if I have to defend myself for disliking someone,anger
and that's one of the only people I highly dislike,anger
actually thats the only person I highly dislike,anger
I mean I have my reason to dislike someone and you shouldnt question them cuz you arent me and you dont know and just stop,anger
cuz I hate tryin to prove myself to everyone,anger
I consider myself a nice person and I should have the right to dislike some people,anger
I give everyone a fair chance I think,surprise
Then I guess my head slammed into the window behind me and I fell on the floor,surprise
It's because of thing called vasovagal syncope and was triggered because I have a kidney infection that was making me dehydrated and nauseous,sadness
I hope I can at least pass out sometime when it's sweet like when I'm driving or operating heavy machinery,joy
I did not climb very high up but was not bad either,anger
I spent my national day like I always do at home to watch the national parade,fear
My school choir was taking part and I saw them too,joy
I love the song Absolutely Everybody ever since the parade,joy
Well I'll try to write more often,anger
I guess it's a lot more involved than I had thought,surprise
After that I had pretty much decided that it was giving up time,joy
I guess that made me feel a little bit more at ease,surprise
My change was exact down to the last penny what a relief that was for me lol,fear
But it was wasn't so bad since I got to hang out with Lauren the night before :]To make this somewhat shorter,anger
My charges were50 short but apparently that's not a horrible thing,anger
HORRIBLE,anger
It's a bit more satisfying this time than most since I'm now past the second of the three major problem classes I identified when I first got back into school,sadness
I assume until proven otherwise that I ought to be able to excel at the highest level at most things so a top grade in all of my classes was always the goal from day 1,joy
However there are several things I know full well I've been between mediocre and bad at in the past- theoretical math foreign languages public speaking,anger
So far that's turned out to be little problem- I believe I got perhaps 4 questions wrong over 5 or 6 tests in all of stats and secured an A easily in Speech,sadness
What's more I could tell the subjects themselves were coming to me much easier than they did say 5 years ago- so it wasn't simply a matter of more lax evaluation,sadness
None of this is really an achievement of course but it is nice to know that I seem to be improving in areas which were previously more difficult,joy
I dislike the idea of having gaps in my ability; it's the same need for balance that leads to me trying to further develop my natural cross-handedness into ambidexterity,anger
I've always been aware that I excelled verbally at potentially the highest level and so I was best served by following and developing that side of my talents; but I refuse to allow that pursuit and development to leave me lopsided or with deficiencies in other areas,joy
I'm going to have to go out to south London area police station sometime tomorrow,fear
The weather is looking so pleasant that I think the Tube will have to do do for transport,joy
A little unfortunate but at least it saves me from actually walking there,sadness
If it hadn't been so important I'd have refused their invitation anyway- who's going to watch the shop while I'm gone?,sadness
While I've got every faith in my employees abilities I wouldn't like to think about what could happen if,joy
It's good that I'm old enough to learn lessons on my own and not from others either by teaching or example because people are stupid,joy
I saw one guy after another take a piss then leave without washing his hands,surprise
Finally it was my turn I use the facilities go to the sink find myself the only one there and a constant line of guys behind me just filing out again without using the sink,joy
I finally snapped and yelled out the door at the last two DOES ANYONE WASH THEIR FRIGGING HANDS AFTER USING THE BATHROOM ANYMORE??,joy
Disgusted I dried my hands walked out and yelled PIGS! toward the Burger King where a number of them had congregated for a late lunch,sadness
Lovely,joy
While I have no doubt whatsoever that my equipment is clean and disease free (I devote at least as much attention to cleaning that as I do my hands; any women dating these boys should be weary of the possible filth that probably accompanies sexual relations with him if he can't even take care of his hands) I cannot say the same for others and cannot vouch for where their hands have been prior to touching the same surfaces that I have such as the toilet seat flush lever and door handles,sadness
